,answer,groups,imageId,question,entailed,equivalent,local_question_group,local_question_group_clean,global_question_group
11980435,walkway,"{'global': 'road', 'local': '02q-place'}",3185,Where was the picture taken?,['11980436'],['11980435'],02q-place,place,road
11980436,walkway,"{'global': 'road', 'local': '02q-place'}",3185,Which place is it?,['11980435'],['11980436'],02q-place,place,road
11136992,place,"{'global': 'place', 'local': '02q-place'}",2367033,What place is shown?,['11136993'],['11136992'],02q-place,place,place
11136993,place,"{'global': 'place', 'local': '02q-place'}",2367033,Which place is it?,['11136992'],['11136993'],02q-place,place,place
121052120,lawn,"{'global': 'place', 'local': '02q-place'}",2323599,Which place is it?,['121052119'],['121052120'],02q-place,place,place
01160240,sidewalk,"{'global': 'road', 'local': '02q-place'}",2371312,Where is it?,['01160241'],['01160240'],02q-place,place,road
03427649,ocean,"{'global': 'place', 'local': '02q-place'}",2361131,What place could this be?,['03427650'],['03427649'],02q-place,place,place
14119958,swimming pool,"{'global': 'place', 'local': '02q-place'}",2334278,What place is this?,['14119959'],['14119958'],02q-place,place,place
14119959,swimming pool,"{'global': 'place', 'local': '02q-place'}",2334278,Which place is it?,['14119958'],['14119959'],02q-place,place,place
08869893,restaurant,"{'global': 'place', 'local': '02q-place'}",2323554,Which place is it?,"['08869892', '08869894', '08869895', '08869896']",['08869893'],02q-place,place,place
09939201,park,"{'global': 'place', 'local': '02q-place'}",2348450,Which place is it?,"['09939204', '09939203', '09939202', '09939200']",['09939201'],02q-place,place,place
08115259,field,"{'global': 'place', 'local': '02q-place'}",2344547,Which place is it?,"['08115258', '08115257', '08115263', '08115262', '08115261', '08115260']",['08115259'],02q-place,place,place
15103666,street,"{'global': 'place', 'local': '02q-place'}",2363043,What place is it?,['15103667'],['15103666'],02q-place,place,place
05501211,beach,"{'global': 'place', 'local': '02q-place'}",2321299,Which place is it?,"['05501215', '05501214', '05501213', '05501212', '05501210']",['05501211'],02q-place,place,place
16659510,ocean,"{'global': 'place', 'local': '02q-place'}",2346276,Which place is it?,['16659509'],['16659510'],02q-place,place,place
14285562,sidewalk,"{'global': 'road', 'local': '02q-place'}",2370599,Which place is it?,"['14285560', '14285561']",['14285562'],02q-place,place,road
17989476,road,"{'global': 'road', 'local': '02q-place'}",2397644,What kind of place do you think is pictured?,['17989477'],['17989476'],02q-place,place,road
05114552,field,"{'global': 'place', 'local': '02q-place'}",2353684,Which place is it?,"['05114553', '05114550', '05114551', '05114556', '05114557', '05114554', '05114555', '05114558']",['05114552'],02q-place,place,place
1913488,road,"{'global': 'road', 'local': '02q-place'}",2367705,Which place is it?,"['1913487', '1913486']",['1913488'],02q-place,place,road
13128672,park,"{'global': 'place', 'local': '02q-place'}",2403780,Which place is it?,"['13128671', '13128673', '13128674', '13128675']",['13128672'],02q-place,place,place
0246528,ocean,"{'global': 'place', 'local': '02q-place'}",2416558,Which place is it?,['0246527'],['0246528'],02q-place,place,place
06963164,pond,"{'global': 'place', 'local': '02q-place'}",2364685,Which place is it?,"['06963165', '06963167', '06963166', '06963163', '06963168']",['06963164'],02q-place,place,place
01433554,yard,"{'global': 'place', 'local': '02q-place'}",2390846,What type of place is shown?,"['01433556', '01433555']","['01433554', '01433555']",02q-place,place,place
01433556,yard,"{'global': 'place', 'local': '02q-place'}",2390846,Which place is it?,"['01433554', '01433555']",['01433556'],02q-place,place,place
0262620,church,"{'global': 'place', 'local': '02q-place'}",2350745,Which place is it?,"['0262625', '0262624', '0262621', '0262619', '0262623', '0262622']",['0262620'],02q-place,place,place
04351031,road,"{'global': 'road', 'local': '02q-place'}",2394999,Which place is it?,"['04351029', '04351030']",['04351031'],02q-place,place,road
04557041,street,"{'global': 'place', 'local': '02q-place'}",2379855,Which place is it?,['04557040'],['04557041'],02q-place,place,place
12674483,lake,"{'global': 'place', 'local': '02q-place'}",2405133,Where is it?,['12674484'],['12674483'],02q-place,place,place
02449681,field,"{'global': 'place', 'local': '02q-place'}",2368801,Which place is it?,"['02449683', '02449682', '02449680', '02449678', '02449679', '02449677', '02449684']",['02449681'],02q-place,place,place
03956176,zoo,"{'global': 'place', 'local': '02q-place'}",2364990,Which place is it?,"['03956181', '03956180', '03956178', '03956179', '03956177', '03956175']",['03956176'],02q-place,place,place
15902943,beach,"{'global': 'place', 'local': '02q-place'}",2402978,Which place is it?,"['15902942', '15902946', '15902944', '15902945']",['15902943'],02q-place,place,place
18738758,sidewalk,"{'global': 'road', 'local': '02q-place'}",2394886,Which place is it?,['18738757'],['18738758'],02q-place,place,road
18956480,pond,"{'global': 'place', 'local': '02q-place'}",2360439,Which place is it?,"['18956486', '18956479', '18956485', '18956482', '18956483', '18956481', '18956484']",['18956480'],02q-place,place,place
12620258,path,"{'global': 'road', 'local': '02q-place'}",2383801,What type of place is this?,['12620260'],['12620258'],02q-place,place,road
09508653,store,"{'global': 'place', 'local': '02q-place'}",2375719,Which place is it?,"['09508654', '09508655', '09508656', '09508652']",['09508653'],02q-place,place,place
18671679,beach,"{'global': 'place', 'local': '02q-place'}",2405419,Which place is it?,"['18671682', '18671680', '18671681', '18671678', '18671677']",['18671679'],02q-place,place,place
14140544,street,"{'global': 'place', 'local': '02q-place'}",2346151,Which place is it?,['14140543'],['14140544'],02q-place,place,place
10395148,yard,"{'global': 'place', 'local': '02q-place'}",2331944,Which venue is this?,"['10395150', '10395149']","['10395148', '10395149']",02q-place,place,place
15488503,hotel,"{'global': 'place', 'local': '02q-place'}",2364849,Which place is it?,"['15488510', '15488507', '15488506', '15488505', '15488504', '15488502', '15488509', '15488508']",['15488503'],02q-place,place,place
03671199,farm,"{'global': 'place', 'local': '02q-place'}",2412815,Which place is it?,"['03671198', '03671202', '03671203', '03671200', '03671201']",['03671199'],02q-place,place,place
07325997,station,"{'global': 'place', 'local': '02q-place'}",2361898,Where was the photo taken?,['07325998'],['07325997'],02q-place,place,place
04767622,train station,"{'global': 'place', 'local': '02q-place'}",2342175,Which place is it?,"['04767624', '04767625', '04767621', '04767623']",['04767622'],02q-place,place,place
09456636,road,"{'global': 'road', 'local': '02q-place'}",2411418,Which place is it?,['09456635'],['09456636'],02q-place,place,road
13881563,store,"{'global': 'place', 'local': '02q-place'}",2400114,Which place is it?,"['13881562', '13881566', '13881567', '13881564', '13881565']",['13881563'],02q-place,place,place
15610932,shop,"{'global': 'place', 'local': '02q-place'}",2322227,Which place is it?,"['15610931', '15610933', '15610935', '15610934', '15610937', '15610936']",['15610932'],02q-place,place,place
15605879,shore,"{'global': 'place', 'local': '02q-place'}",2383832,Which place is it?,"['15605878', '15605877']",['15605879'],02q-place,place,place
05854156,backyard,"{'global': 'place', 'local': '02q-place'}",2355024,What place is pictured?,['05854157'],['05854156'],02q-place,place,place
05854157,backyard,"{'global': 'place', 'local': '02q-place'}",2355024,Which place is it?,['05854156'],['05854157'],02q-place,place,place
17457602,ocean,"{'global': 'place', 'local': '02q-place'}",2349623,What place does this represent?,['17457603'],['17457602'],02q-place,place,place
12353241,street,"{'global': 'place', 'local': '02q-place'}",2388249,Which place is it?,"['12353238', '12353239', '12353240']",['12353241'],02q-place,place,place
07673305,runway,"{'global': 'road', 'local': '02q-place'}",2320202,What place is shown?,['07673306'],['07673305'],02q-place,place,road
14160842,street,"{'global': 'place', 'local': '02q-place'}",2395233,Which place is it?,['14160841'],['14160842'],02q-place,place,place
11575282,field,"{'global': 'place', 'local': '02q-place'}",2329262,Which place is it?,"['11575283', '11575281', '11575286', '11575285', '11575284']",['11575282'],02q-place,place,place
093194,stadium,"{'global': 'place', 'local': '02q-place'}",2372869,What place is pictured?,['093195'],['093194'],02q-place,place,place
093195,stadium,"{'global': 'place', 'local': '02q-place'}",2372869,Which place is it?,['093194'],['093195'],02q-place,place,place
01484142,forest,"{'global': 'place', 'local': '02q-place'}",2354178,Which place is it?,"['01484148', '01484143', '01484141', '01484147', '01484146', '01484145', '01484144']",['01484142'],02q-place,place,place
05550467,park,"{'global': 'place', 'local': '02q-place'}",2320885,Which place is it?,"['05550470', '05550468', '05550469', '05550466']",['05550467'],02q-place,place,place
071012202,field,"{'global': 'place', 'local': '02q-place'}",2355392,Which place is it?,"['071012203', '071012201', '071012206', '071012205', '071012204']",['071012202'],02q-place,place,place
12792438,parking lot,"{'global': 'place', 'local': '02q-place'}",2411925,Which place is it?,"['12792440', '12792437', '12792439', '12792441']",['12792438'],02q-place,place,place
00868447,field,"{'global': 'place', 'local': '02q-place'}",2361426,Which place is it?,"['00868448', '00868449', '00868450', '00868446']",['00868447'],02q-place,place,place
14453026,porch,"{'global': 'place', 'local': '02q-place'}",1594,Which place is this photo in?,"['14453025', '14453027']","['14453025', '14453026']",02q-place,place,place
18524044,ocean,"{'global': 'place', 'local': '02q-place'}",2352027,What place is this?,"['18524043', '18524045']","['18524043', '18524044']",02q-place,place,place
0619764,display,"{'global': 'place', 'local': '02q-place'}",2334282,What place is pictured?,"['0619763', '0619765']","['0619763', '0619764']",02q-place,place,place
0619765,display,"{'global': 'place', 'local': '02q-place'}",2334282,Which place is it?,"['0619763', '0619764']",['0619765'],02q-place,place,place
10934317,lawn,"{'global': 'place', 'local': '02q-place'}",2390974,What place is shown?,['10934318'],['10934317'],02q-place,place,place
19913509,city,"{'global': 'place', 'local': '02q-place'}",2349415,Which place is it?,"['19913513', '19913512', '19913511', '19913510', '19913515', '19913514', '19913508']",['19913509'],02q-place,place,place
0210517,store,"{'global': 'place', 'local': '02q-place'}",2317812,Which place is it?,"['0210522', '0210521', '0210520', '0210518', '0210519']",['0210517'],02q-place,place,place
07651540,roadway,"{'global': 'road', 'local': '02q-place'}",2336217,Which place is it?,['07651539'],['07651540'],02q-place,place,road
05327915,airport,"{'global': 'place', 'local': '02q-place'}",2352772,Which place is it?,"['05327916', '05327917', '05327914', '05327918', '05327919']",['05327915'],02q-place,place,place
03206251,beach,"{'global': 'place', 'local': '02q-place'}",2348251,Which place is it?,"['03206248', '03206249', '03206253', '03206252', '03206250', '03206257', '03206256', '03206255', '03206254']",['03206251'],02q-place,place,place
1877202,park,"{'global': 'place', 'local': '02q-place'}",2347814,Which place is it?,"['1877201', '1877203', '1877205', '1877204']",['1877202'],02q-place,place,place
04937837,road,"{'global': 'road', 'local': '02q-place'}",2372030,What is the image showing?,['04937838'],['04937837'],02q-place,place,road
19698456,city,"{'global': 'place', 'local': '02q-place'}",2413309,Which place is it?,"['19698460', '19698458', '19698459', '19698457', '19698455']",['19698456'],02q-place,place,place
01208008,field,"{'global': 'place', 'local': '02q-place'}",2322618,Which place is it?,"['01208012', '01208011', '01208010', '01208009', '01208007']",['01208008'],02q-place,place,place
17511697,forest,"{'global': 'place', 'local': '02q-place'}",2352295,Which place is it?,"['17511700', '17511701', '17511702', '17511696', '17511698', '17511699']",['17511697'],02q-place,place,place
00462100,field,"{'global': 'place', 'local': '02q-place'}",2389405,Which place is it?,"['00462099', '00462103', '00462102', '00462101', '00462104']",['00462100'],02q-place,place,place
04462308,patio,"{'global': 'place', 'local': '02q-place'}",2402573,Which place is it?,['04462307'],['04462308'],02q-place,place,place
04462307,patio,"{'global': 'place', 'local': '02q-place'}",2402573,What type of place is pictured?,['04462308'],['04462307'],02q-place,place,place
121011888,pavement,"{'global': 'road', 'local': '02q-place'}",2327926,Which place is it?,['121011887'],['121011888'],02q-place,place,road
04792523,yard,"{'global': 'place', 'local': '02q-place'}",2326326,Which place is it?,['04792522'],['04792523'],02q-place,place,place
04792522,yard,"{'global': 'place', 'local': '02q-place'}",2326326,What is the photo showing?,['04792523'],['04792522'],02q-place,place,place
02208060,yard,"{'global': 'place', 'local': '02q-place'}",2393891,What place is this?,['02208061'],['02208060'],02q-place,place,place
